season,player_id,firstName,lastName,timeOnIce,assists,goals,shots,penaltyMinutes
20022003,8456031,Louie,Debrusk,1478,0,0,0,7
20022003,8456087,Ted,Donato,25153,1,2,30,6
20022003,8456100,Jim,Dowd,61065,17,8,78,31
20022003,8456106,Dallas,Drake,71044,10,20,113,66
20022003,8456121,Steve,Dubinsky,18052,6,0,23,4
20022003,8456149,Karl,Dykhuis,58473,4,1,24,34
20022003,8456156,Mike,Eastwood,51997,13,3,39,32
20022003,8456283,Adam,Foote,120316,20,11,106,88
20022003,8456430,Travis,Green,58282,12,12,86,67
20022003,8456464,Bill,Guerin,71235,25,25,229,113
20022003,8456531,Derian,Hatcher,127191,22,8,159,106
20022003,8456547,Bret,Hedican,98105,14,3,113,75
20022003,8456556,Steve,Heinze,24762,7,5,44,12
20022003,8456567,Darby,Hendrickson,25641,5,1,34,8
20022003,8456595,Sean,Hill,118362,24,5,188,141
20022003,8456729,Craig,Johnson,59141,6,3,87,22
20022003,8456734,Greg,Johnson,39190,9,8,55,22
20022003,8456760,Joe,Juneau,72457,16,6,88,20
20022003,8456793,Alexander,Karpovtsev,52018,10,4,36,12
20022003,8456848,Patric,Kjellberg,71283,11,8,95,16
20022003,8456849,Trent,Klatt,61114,13,16,127,8
20022003,8456850,Ken,Klee,91629,16,1,67,89
20022003,8456852,Jon,Klemm,92203,14,2,74,44
20022003,8456857,Espen,Knutsen,31133,4,5,28,20
20022003,8456887,Vyacheslav,Kozlov,94855,49,21,185,66
20022003,8456966,Robert,Lang,92401,47,22,146,22
20022003,8457063,Nicklas,Lidstrom,144357,44,18,175,38
20022003,8457191,Vladimir,Malakhov,91141,14,3,131,52
20022003,8457203,Kent,Manderville,54510,5,2,72,46
20022003,8457222,Jason,Marshall,30798,5,1,40,69
20022003,8457261,Brad,May,13332,4,3,25,42
20022003,8457264,Chris,McAlpine,15992,2,0,15,24
20022003,8457297,Shawn,McEachern,53257,16,10,120,28
20022003,8457319,Marty,McInnis,65725,10,9,121,38
20022003,8457384,Aaron,Miller,63188,5,1,34,24
20022003,8457403,Jaroslav,Modry,111422,25,13,205,68
20022003,8457421,Ian,Moran,86077,8,0,96,48
20022003,8457566,Jeff,Odgers,34604,4,2,48,171
20022003,8457646,Scott,Pellerin,25996,4,1,37,16
20022003,8457704,Shjon,Podein,44468,6,4,52,28
20022003,8457785,Mikael,Renberg,54413,21,14,137,36
20022003,8457921,Geoff,Sanderson,92143,33,34,286,34
20022003,8457981,Teemu,Selanne,94627,36,28,253,30
20022003,8458031,Chris,Simon,45928,8,12,88,148
20022003,8458036,Reid,Simpson,7913,1,0,11,56
20022003,8458058,Richard,Smehlik,62385,11,2,49,16
20022003,8458069,Bryan,Smolinski,75660,25,21,176,20
20022003,8458125,Turner,Stevenson,54922,13,7,85,115
20022003,8458172,Darryl,Sydor,89044,31,5,132,40
20022003,8458179,Chris,Tamer,67740,9,1,53,118
20022003,8458185,Chris,Taylor,9190,3,1,10,2
20022003,8458192,Tim,Taylor,66711,8,4,95,38
20022003,8458202,Chris,Therien,69941,6,1,93,36
20022003,8458229,Keith,Tkachuk,64711,24,31,185,139
20022003,8458347,Dixon,Ward,4197,0,0,7,2
20022003,8458361,Doug,Weight,85589,52,15,182,52
20022003,8458385,Peter,White,3245,1,0,2,0
20022003,8458454,Jason,Woolley,76577,20,6,81,51
20022003,8458468,Jason,York,88593,15,4,107,52
20022003,8458477,Rob,Zamuner,40025,6,10,94,18
20022003,8458487,Alexei,Zhamnov,93653,43,15,166,70
20022003,8458494,Sergei,Zubov,127104,44,11,158,26
20022003,8458515,Eric,Lindros,98400,34,19,235,141
20022003,8458517,Scott,Niedermayer,119039,28,11,164,62
20022003,8458518,Scott,Lachance,73250,1,0,35,46
20022003,8458519,Aaron,Ward,85030,6,3,66,90
20022003,8458520,Peter,Forsberg,86970,77,29,166,70
20022003,8458522,Richard,Matvichuk,79105,5,1,59,58
20022003,8458524,Martin,Lapointe,54375,10,8,110,87
20022003,8458525,Brian,Rolston,99437,32,27,281,32
20022003,8458526,Tyler,Wright,67714,11,19,108,113
20022003,8458527,Philippe,Boucher,98336,20,7,137,94
20022003,8458529,Alex,Kovalev,106963,40,37,271,70
20022003,8458530,Markus,Naslund,97919,56,48,294,52
20022003,8458532,Glen,Murray,111227,48,44,331,64
20022003,8458534,Martin,Rucinsky,61912,14,16,135,38
20022003,8458536,Dean,McAmmond,35434,8,10,72,10
20022003,8458537,Ray,Whitney,102067,52,24,235,22
20022003,8458540,Ziggy,Palffy,102349,48,37,277,47
20022003,8458541,Steve,Staios,101616,21,5,126,96
20022003,8458542,Jim,Campbell,536,0,0,3,0
20022003,8458543,Jassen,Cullimore,30953,3,1,23,31
20022003,8458544,Sandis,Ozolinsh,128004,32,12,137,56
20022003,8458546,Jamie,Pushor,77379,1,3,54,76
20022003,8458554,Jozef,Stumpel,86312,37,14,110,12
20022003,8458557,Craig,Darby,1907,1,0,1,0
20022003,8458560,Rich,Brennan,5716,1,0,12,6
20022003,8458561,Yanic,Perreault,70447,22,24,145,30
20022003,8458565,Sean,Pronger,53941,6,7,67,72
20022003,8458566,Sandy,McCarthy,36537,9,6,81,81
20022003,8458572,Steve,Konowalchuk,77179,15,15,119,71
20022003,8458573,Michael,Nylander,87881,43,17,161,40
20022003,8458582,Dave,Karpa,16620,2,0,13,14
20022003,8458585,Igor,Kravchuk,7883,1,0,8,4
20022003,8458587,Vladimir,Vujtek,2269,1,0,3,0
20022003,8458590,Mike,Knuble,78307,29,30,185,45
20022003,8458595,Alexei,Zhitnik,111475,18,3,138,85
20022003,8458617,Bill,Lindsay,6087,2,0,7,23
20022003,8458620,Mariusz,Czerkawski,33970,9,5,77,16
20022003,8458628,Robert,Valicevic,5149,0,1,7,2
20022003,8458636,Dmitry,Yushkevich,102457,11,3,75,46
20022003,8458637,Sean,O'Donnell,92764,15,1,61,76
20022003,8458638,Brian,Holzinger,11595,3,1,23,8
20022003,8458641,Oleg,Petrov,60354,18,9,124,18
20022003,8458650,Andreas,Johansson,56323,17,20,124,22
20022003,8458658,David,Oliver,3318,3,0,5,2
20022003,8458682,Brian,Savage,34505,10,6,68,22
20022003,8458715,Igor,Ulanov,56124,1,1,20,39
20022003,8458805,Janne,Laukkanen,19376,6,2,12,8
20022003,8458838,Steve,Poapst,102848,11,2,49,50
20022003,8458929,Cory,Cross,38615,7,2,29,24
20022003,8458938,Roman,Hamrlik,116388,32,9,151,87
20022003,8458939,Alexei,Yashin,90084,39,26,274,32
20022003,8458940,Mike,Rathje,118644,22,7,147,48
20022003,8458941,Todd,Warriner,31707,10,6,72,32
20022003,8458942,Darius,Kasparaitis,90689,11,3,84,85
20022003,8458943,Cory,Stillman,86881,43,24,157,56
20022003,8458947,Andrei,Nazarov,23234,0,3,35,135
20022003,8458951,Sergei,Gonchar,130758,49,18,224,52
20022003,8458954,Jason,Smith,88825,8,4,93,64
20022003,8458955,Martin,Straka,74191,28,18,136,12
20022003,8458959,Grant,Marshall,62189,23,9,113,78
20022003,8458963,Boris,Mironov,67488,10,6,70,56
20022003,8458966,Chris,O'Sullivan,1531,1,0,3,0
20022003,8458969,Valeri,Bure,55969,23,5,161,10
20022003,8458972,Jeff,Shantz,50886,6,3,68,35
20022003,8458974,Igor,Korolev,39309,5,4,32,30
20022003,8458976,Michael,Peca,75062,29,13,117,43
20022003,8458978,Sergei,Brylin,50473,8,11,86,16
20022003,8458982,Darren,McCarty,58225,9,13,129,138
20022003,8458983,Andrei,Nikolishin,61283,15,6,73,26
20022003,8458984,Mattias,Norstrom,105805,6,0,63,49
20022003,8458986,Patrick,Traverse,78778,13,0,63,24
20022003,8458990,Mathias,Johansson,47210,10,5,70,16
20022003,8458991,Sergei,Zholtok,77665,26,16,153,18
20022003,8458996,Jeremy,Stevenson,20725,6,5,29,69
20022003,8459001,Kirk,Maltby,79551,23,14,116,91
20022003,8459002,Cale,Hulse,91614,6,2,82,121
20022003,8459004,Craig,Rivet,108209,15,7,118,71
20022003,8459008,Eric,Cairns,42625,4,1,31,124
20022003,8459010,Aaron,Gavey,3397,1,0,8,0
20022003,8459014,Robert,Svehla,116798,38,7,110,46
20022003,8459019,Matthew,Barnaby,61600,22,14,104,142
20022003,8459024,Jere,Lehtinen,90183,17,31,238,20
20022003,8459033,Brantt,Myhres,326,0,0,0,31
20022003,8459035,Marcus,Ragnarsson,92005,13,3,79,62
20022003,8459038,Sami,Helenius,9698,1,0,7,34
20022003,8459053,Adrian,Aucoin,127070,27,8,175,70
20022003,8459064,Derek,Armstrong,62060,26,12,106,30
20022003,8459065,Joel,Bouchard,41743,8,5,47,14
20022003,8459069,Jiri,Dopita,17418,5,1,23,11
20022003,8459071,Rem,Murray,84974,19,12,143,22
20022003,8459089,Ken,Belanger,973,0,0,0,17
20022003,8459094,Ian,Laperriere,69069,12,7,85,122
20022003,8459109,Ryan,Vandenbussche,8580,0,0,7,58
20022003,8459122,Stephane,Yelle,89063,15,10,121,50
20022003,8459144,Mattias,Timander,83943,13,3,83,24
20022003,8459146,Jeff,Toms,5569,2,2,12,4
20022003,8459156,Anson,Carter,91912,34,26,193,26
20022003,8459158,Jonas,Hoglund,60578,19,13,157,12
20022003,8459159,Chris,Herperger,20257,1,4,26,7
20022003,8459161,Steven,Halko,3236,0,0,5,0
20022003,8459174,Dan,McGillis,87606,17,3,130,60
20022003,8459181,Nathan,Dempsey,84078,23,5,124,26
20022003,8459223,Pascal,Rheaume,56151,10,8,93,32
20022003,8459246,Donald,Brashear,64212,17,8,99,161
20022003,8459249,Darren,Van Impe,15520,1,1,11,10
20022003,8459262,Brandon,Smith,1798,0,0,1,0
20022003,8459284,Steve,Rucchin,103743,38,20,194,12
20022003,8459391,Darren,Langdon,16144,1,0,19,159
20022003,8459406,Bryan,Helmer,1608,0,0,2,0
20022003,8459412,Jim,Montgomery,401,0,0,0,0
20022003,8459423,Alexandre,Daigle,21670,3,4,48,8
20022003,8459424,Chris,Pronger,6494,3,1,11,10
20022003,8459425,Chris,Gratton,79495,30,15,215,107
20022003,8459426,Paul,Kariya,99818,56,25,257,48
20022003,8459427,Rob,Niedermayer,67669,12,10,125,57
20022003,8459428,Viktor,Kozlov,100284,34,22,232,18
20022003,8459429,Jason,Arnott,69953,24,23,169,51
20022003,8459430,Niklas,Sundstrom,68486,19,7,71,30
20022003,8459431,Todd,Harvey,45343,16,3,64,74
20022003,8459433,Brendan,Witt,86624,9,2,80,106
20022003,8459434,Kenny,Jonsson,98822,18,8,108,24
20022003,8459435,Denis,Pederson,33033,6,4,64,39
20022003,8459436,Adam,Deadmarsh,23164,4,13,55,21
20022003,8459437,Mats,Lindgren,45052,9,5,51,18
20022003,8459439,Jason,Allison,33691,22,6,46,22
20022003,8459441,Landon,Wilson,22665,8,6,92,26
20022003,8459442,Saku,Koivu,94650,50,21,147,72
20022003,8459443,Anders,Eriksson,4568,0,0,7,0
20022003,8459444,Todd,Bertuzzi,101200,51,46,243,144
20022003,8459446,Kevyn,Adams,66523,9,9,169,57
20022003,8459448,Mike,Wilson,761,0,0,0,0
20022003,8459450,Shean,Donovan,52816,7,5,88,37
20022003,8459454,Jay,Pandolfo,65821,11,6,92,23
20022003,8459455,David,Vyborny,77433,26,20,125,16
20022003,8459457,Jamie,Langenbrunner,83303,33,22,197,65
20022003,8459458,Janne,Niinimaa,117932,29,5,101,80
20022003,8459461,Brendan,Morrison,104426,46,25,167,36
20022003,8459462,Bryan,McCabe,106406,18,6,149,135
20022003,8459466,Jamie,Allison,34410,1,0,23,99
20022003,8459469,Rory,Fitzpatrick,36787,3,1,29,16
20022003,8459472,Eric,Manlow,5976,1,2,7,4
20022003,8459474,Domenic,Pittis,599,0,0,1,2
20022003,8459484,Jamie,Rivers,1107,0,0,2,2
20022003,8459486,Krzysztof,Oliwa,9879,0,0,14,161
20022003,8459490,Patrick,Boileau,20943,6,2,18,14
20022003,8459492,Vinny,Prospal,88194,57,22,134,53
20022003,8459493,Marek,Malik,85135,13,7,77,68
20022003,8459514,Jamal,Mayers,12918,5,2,26,8
20022003,8459515,Eric,Daze,52741,22,22,170,14
20022003,8459521,Marty,Murray,56400,15,11,105,13
20022003,8459522,John,Jakopin,5897,0,0,3,11
20022003,8459527,Shawn,Bates,81823,29,13,126,52
20022003,8459534,Miroslav,Satan,101384,49,26,240,20
20022003,8459538,Nolan,Pratt,69510,7,1,38,35
20022003,8459547,Scott,Walker,71393,18,15,124,58
20022003,8459558,Alain,Nasreddine,2194,0,0,0,2
20022003,8459559,Rick,Mrozik,1204,0,0,2,0
20022003,8459562,Per,Svartvadet,43779,7,1,47,8
20022003,8459566,Steve,Brule,1093,0,0,2,0
20022003,8459568,Michal,Grosek,40512,18,2,74,71
20022003,8459570,Frank,Banham,2358,0,0,5,2
20022003,8459574,Darcy,Tucker,70913,26,10,108,119
20022003,8459587,Todd,Marchant,91921,40,20,146,48
20022003,8459596,Andrew,Brunette,71220,28,18,97,30
20022003,8459602,David,Ling,16673,2,3,37,86
20022003,8459614,Paul,Healey,31686,7,3,43,16
20022003,8459615,Eric,Boguniecki,67239,27,22,117,38
20022003,8459624,Alan,Letang,3231,0,0,2,0
20022003,8459628,Hal,Gill,94386,13,4,114,56
20022003,8459636,Brad,Norton,19318,3,3,19,97
20022003,8459640,Mike,Grier,87541,17,15,133,36
20022003,8459648,Pavol,Demitra,92616,57,36,205,32
20022003,8459670,Kimmo,Timonen,96823,34,6,144,46
20022003,8459687,Scott,Nichol,43969,5,5,66,149
20022003,8459700,Hans,Jonsson,64528,4,1,40,36
20022003,8459996,Dennis,Bonvie,2216,0,0,3,29
20022003,8460012,Eric,Messier,53285,10,4,52,16
20022003,8460015,Sylvain,Blouin,4591,0,0,4,47
20022003,8460044,Brad,Smyth,6845,1,3,16,15
20022003,8460051,Scott,Ferguson,57546,5,3,45,120
20022003,8460061,Stacy,Roest,878,0,0,2,0
20022003,8460087,Pascal,Trepanier,595,0,0,1,0
20022003,8460105,Radek,Bonk,73653,32,22,146,36
20022003,8460254,Greg,De Vries,109509,26,6,112,70
20022003,8460465,Petr,Sykora,90908,25,34,299,24
20022003,8460482,Stephen,Guolla,5757,0,2,6,2
20022003,8460484,Steve,Martins,31078,6,5,38,28
20022003,8460492,Ed,Jovanovski,97477,40,6,145,113
20022003,8460493,Oleg,Tverdovsky,50385,8,5,76,22
20022003,8460495,Jeff,O'Neill,93095,31,30,316,38
20022003,8460496,Ryan,Smyth,76626,34,27,199,67
20022003,8460498,Jason,Wiemer,60453,19,9,139,116
20022003,8460500,Nolan,Baumgartner,5565,2,1,7,4
20022003,8460501,Jeff,Friesen,75540,28,23,179,26
20022003,8460502,Wade,Belak,35777,6,3,33,196
20022003,8460503,Mattias,Ohlund,89886,27,2,100,42
20022003,8460504,Ethan,Moreau,63213,17,14,137,112
20022003,8460507,Wayne,Primeau,75088,12,6,114,55
20022003,8460508,Brad,Brown,31559,1,0,10,90
20022003,8460509,Chris,Dingman,28756,1,2,41,91
20022003,8460510,Jason,Botterill,11016,4,1,20,14
20022003,8460517,Rhett,Warrener,54705,9,0,47,63
20022003,8460520,Stan,Neckar,78520,4,1,38,43
20022003,8460521,Deron,Quint,48513,10,7,85,20
20022003,8460523,Mike,Watt,2251,0,0,2,0
20022003,8460524,Matt,Johnson,26616,5,3,24,201
20022003,8460527,Ryan,Johnson,47886,5,2,67,38
20022003,8460529,Jason,Holland,1621,1,0,0,0
20022003,8460533,Dave,Scatchard,70463,18,27,165,108
20022003,8460534,Curtis,Brown,74961,16,15,144,40
20022003,8460540,Mathieu,Dandenault,84923,15,4,74,64
20022003,8460541,Richard,Park,80708,10,14,149,16
20022003,8460542,Patrik,Elias,87908,29,28,255,22
20022003,8460548,Sven,Butenschon,27617,4,0,19,26
20022003,8460551,Vitali,Yachmenev,61899,15,5,68,12
20022003,8460555,Jason,Strudwick,24566,3,2,19,87
20022003,8460556,Freddy,Modin,79248,23,17,179,43
20022003,8460562,Chris,Drury,89035,30,23,224,33
20022003,8460567,Chris,Clark,69960,12,10,156,126
20022003,8460573,Hnat,Domenichelli,671,0,0,1,0
20022003,8460577,Milan,Hejduk,97605,48,50,244,32
20022003,8460579,Vaclav,Varada,52406,10,9,81,31
20022003,8460580,Brad,Lukowich,72577,14,1,52,46
20022003,8460582,Matthew,Herr,1491,0,0,1,0
20022003,8460587,Jamie,Wright,15627,2,2,18,16
20022003,8460588,Eric,Nickulas,4568,1,0,3,6
20022003,8460594,Pavel,Trnka,46003,9,3,58,30
20022003,8460599,Chris,Schmidt,6013,2,0,10,5
20022003,8460603,Brian,Swanson,31469,10,2,67,10
20022003,8460620,Bates,Battaglia,89148,19,6,123,100
20022003,8460621,Daniel,Alfredsson,91413,51,27,240,42
20022003,8460626,Bryce,Salvador,80746,8,2,73,95
20022003,8460639,Andre,Roy,39363,7,10,85,119
20022003,8460649,Serge,Aubin,47364,6,4,62,64
20022003,8460654,Colin,Forbes,2891,0,0,3,0
20022003,8460661,Shane,Hnidy,55918,8,0,58,130
20022003,8460663,Ladislav,Kohn,1598,1,0,3,2
20022003,8460664,Steve,Webb,17743,0,1,27,75
20022003,8460689,Raymond,Giroux,12079,1,0,20,6
20022003,8460707,Bill,Muckalt,6240,3,5,13,6
20022003,8460719,Steve,Sullivan,94715,35,26,190,42
20022003,8460720,Eric,Boulton,22891,5,1,33,178
20022003,8460733,Tyson,Nash,39141,3,6,77,114
20022003,8460735,Richard,Zednik,88426,19,31,250,79
20022003,8460742,Sergei,Berezin,73034,17,23,199,12
20022003,8460743,Tomas,Holmstrom,55335,20,20,109,62
20022003,8460751,Ladislav,Benysek,9601,0,0,7,8
20022003,8460757,Dick,Tarnstrom,87478,34,7,115,50
20022003,8460770,Kim,Johnsson,118515,29,10,159,38
20022003,8460782,Todd,Simpson,67253,7,2,67,135
20022003,8460836,Kevin,Sawyer,11344,1,2,11,115
20022003,8462032,Bryan,Berard,102514,28,10,205,64
20022003,8462033,Wade,Redden,115826,35,10,154,70
20022003,8462034,Aki,Berg,70390,7,4,49,28
20022003,8462035,Chad,Kilger,38545,7,9,60,21
20022003,8462036,Daymond,Langkow,103316,32,20,196,56
20022003,8462037,Steve,Kelly,11237,3,2,14,0
20022003,8462038,Shane,Doan,92422,37,21,225,86
20022003,8462040,Kyle,McLaren,44871,8,0,43,30
20022003,8462041,Radek,Dvorak,70958,25,10,166,30
20022003,8462042,Jarome,Iginla,96433,32,35,316,49
20022003,8462045,Jay,McKee,66382,5,0,44,49
20022003,8462050,Denis,Gauthier,85854,11,1,50,99
20022003,8462051,Sean,Brown,26611,5,1,39,117
20022003,8462054,Aleksey,Morozov,30291,16,9,46,16
20022003,8462056,Maxim,Kuznetsov,44870,3,0,33,54
20022003,8462060,Georges,Laraque,35514,7,6,46,110
20022003,8462061,Marc,Chouinard,39537,4,3,52,40
20022003,8462063,Jason,Doig,46823,5,3,41,108
20022003,8462068,Chris,McAllister,17619,1,0,13,47
20022003,8462069,Denis,Smith,7780,0,1,7,55
20022003,8462072,Nathan,Perrott,253,0,0,0,5
20022003,8462073,Christian,Laflamme,42766,9,0,44,45
20022003,8462077,Jochen,Hecht,52673,16,10,145,30
20022003,8462078,Pavel,Rosa,1673,0,0,4,0
20022003,8462081,Jan,Hlavac,58448,16,10,123,28
20022003,8462082,Brad,Larsen,2984,3,0,6,2
20022003,8462084,Mike,Leclerc,57936,19,9,122,34
20022003,8462090,Petr,Buzek,37913,5,3,48,14
20022003,8462093,Peter,Schaefer,67420,17,6,93,32
20022003,8462094,Brad,Isbister,54539,15,13,119,43
20022003,8462103,John,Tripp,4710,2,1,16,2
20022003,8462105,Alyn,McCauley,66304,16,9,108,20
20022003,8462107,Tomi,Kallio,18522,4,2,28,14
20022003,8462112,Ian,MacNeil,1216,0,0,2,0
20022003,8462114,Sami,Kapanen,79350,21,10,189,18
20022003,8462115,Daniel,Tjarnqvist,98508,12,3,65,26
20022003,8462118,Marc,Savard,76628,33,17,148,85
20022003,8462121,Matt,Davidson,24093,5,4,28,18
20022003,8462126,Cameron,Mann,1413,0,0,5,0
20022003,8462127,Radovan,Somik,56935,10,8,95,10
20022003,8462129,Michal,Handzus,86331,21,23,133,46
20022003,8462136,Vladimir,Orszagh,82219,16,16,152,38
20022003,8462148,Dale,Purinton,52341,9,3,50,161
20022003,8462159,Jan,Hrdina,71927,29,14,86,42
20022003,8462176,Brent,Sopel,105456,30,7,167,23
20022003,8462177,Yannick,Tremblay,97867,22,8,151,32
20022003,8462182,Clarke,Wilm,58849,11,5,108,36
20022003,8462185,Denis,Hamel,19002,0,2,41,17
20022003,8462196,Stephane,Robidas,58796,7,3,47,35
20022003,8462197,Byron,Ritchie,16733,3,0,29,19
20022003,8462198,Peter,Worrell,35008,3,2,52,193
20022003,8462209,P.J.,Axelsson,65815,19,17,122,24
20022003,8462211,Jean-Luc ,Grand-Pierre,33556,0,1,32,64
20022003,8462215,Ray,Schultz,1293,0,0,1,28
20022003,8462225,Filip,Kuba,112006,21,8,129,29
20022003,8462227,Ryan,Kraft,3590,1,0,1,0
20022003,8462239,Derek,Bekar,2693,0,0,4,4
20022003,8462258,Danny,Markov,89352,16,4,105,36
20022003,8462416,Andy,Delmore,72762,16,18,149,28
20022003,8462419,Jeff,Cowan,33234,5,3,52,115
20022003,8462535,Jody,Shelley,25005,4,1,39,249
20022003,8462823,Glen,Metropolit,13963,3,2,22,6
20022003,8462843,Robert,Dome,496,0,0,1,0
20022003,8463125,Shawn,Heins,41323,2,1,38,42
20022003,8463638,Bryan,Muir,12569,2,0,9,19
20022003,8464875,Steve,McKenna,36755,1,9,59,128
20022003,8464956,Chris,Phillips,94628,16,3,97,71
20022003,8464957,J-P,Dumont,68699,21,14,135,44
20022003,8464959,Ric,Jackman,35236,2,0,35,41
20022003,8464960,Boyd,Devereaux,34517,9,3,72,16
20022003,8464962,Ruslan,Salei,80120,8,4,93,78
20022003,8464963,Lance,Ward,32123,2,3,52,121
20022003,8464964,Dan,Focht,18318,3,0,12,29
20022003,8464965,Josh,Holden,2428,0,1,6,2
20022003,8464966,Derek,Morris,107193,37,11,191,68
20022003,8464967,Marty,Reasoner,62279,20,11,102,28
20022003,8464968,Erik,Rasmussen,46699,12,4,75,28
20022003,8464975,Daniel,Briere,84440,34,24,181,62
20022003,8464976,Jesse,Wallin,25477,1,0,23,19
20022003,8464977,Dainius,Zubrus,62109,22,13,104,43
20022003,8464979,Marco,Sturm,81228,20,28,208,16
20022003,8464981,Cory,Sarich,95186,9,5,79,63
20022003,8464983,Dan,Lacouture,39155,6,3,47,72
20022003,8464984,Josh,Green,24854,4,1,43,21
20022003,8464989,Matt,Cullen,69407,20,13,131,34
20022003,8464994,Steve,Begin,27670,1,3,59,51
20022003,8464997,Jeff,Paul,423,0,0,0,7
20022003,8464998,Jan,Bulis,77257,24,16,160,30
20022003,8465003,Pierre,Dagenais,3248,0,0,5,4
20022003,8465005,Colin,White,85006,8,5,81,98
20022003,8465009,Zdeno,Chara,110806,30,9,168,116
20022003,8465012,Tom,Poti,118629,37,11,148,58
20022003,8465016,Scott,Parker,16145,3,1,20,82
20022003,8465018,Oleg,Kvasha,54049,14,12,121,44
20022003,8465020,Gordie,Dwyer,11575,1,0,10,96
20022003,8465024,Jon,Sim,14587,2,1,39,19
20022003,8465025,Arron,Asham,57164,19,15,114,57
20022003,8465026,Mark,Parrish,78731,25,23,147,28
20022003,8465032,Zenith,Komarniski,385,0,0,0,2
20022003,8465035,Joey,Tetarenko,1535,0,0,3,9
20022003,8465041,Craig,MacDonald,19640,3,1,43,20
20022003,8465042,Toni,Lydman,125278,20,6,143,28
20022003,8465044,Josef,Boumedienne,7035,0,1,7,0
20022003,8465050,Eric,Belanger,65847,19,16,114,26
20022003,8465056,Trent,Whitfield,7141,1,1,4,6
20022003,8465058,Michal,Rozsival,64938,6,4,61,40
20022003,8465059,Matt,Bradley,21786,3,2,21,37
20022003,8465061,Andy,Berenzweig,4269,0,0,5,0
20022003,8465067,Jesse,Boulerice,11106,1,2,12,108
20022003,8465090,Andreas,Dackell,65209,18,7,74,24
20022003,8465113,Brian,Willsie,6916,1,0,12,15
20022003,8465166,Craig,Adams,58517,12,6,107,71
20022003,8465168,Joel,Kwiatkowski,45401,5,0,56,18
20022003,8465170,Fernando,Pisani,22518,5,8,32,10
20022003,8465175,Dan,Hinote,38189,4,6,65,49
20022003,8465179,Daniel,Corso,464,0,0,0,0
20022003,8465180,Ronald,Petrovicky,49198,9,5,65,77
20022003,8465185,Willie,Mitchell,88897,12,2,67,84
20022003,8465189,Trevor,Letowski,58204,14,11,136,36
20022003,8465192,Samuel,Pahlsson,27194,11,4,28,18
20022003,8465200,Tomas,Kaberle,122197,36,11,119,30
20022003,8465202,Sami,Salo,95445,21,9,126,10
20022003,8465207,Reed,Low,29941,4,2,48,234
20022003,8465210,Pavel,Kubina,94946,19,3,139,78
20022003,8465220,Eric,Meloche,13154,1,5,34,4
20022003,8465230,Ivan,Ciernik,33271,10,8,61,24
20022003,8465250,Andrei,Zyuzin,86889,13,4,113,36
20022003,8465252,Richard,Lintner,30234,2,4,45,10
20022003,8465253,Marcus,Nilson,76378,19,15,187,31
20022003,8465914,Francis,Bouillon,27567,1,3,30,4
20022003,8465951,Matt,Cooke,65902,27,15,118,82
20022003,8465960,P.J.,Stock,26552,9,1,38,160
20022003,8465968,Brett,McLean,1294,0,0,1,0
20022003,8465977,Sergei,Varlamov,2057,0,0,5,0
20022003,8465978,Shawn,Thornton,6630,1,1,15,31
20022003,8465992,Aaron,Downey,12320,1,1,14,69
20022003,8466035,Sergei,Samsonov,9758,6,5,23,2
20022003,8466039,Jean-Guy,Trudel,337,0,0,0,2
20022003,8466109,Mike,Johnson,96647,40,23,178,47
20022003,8466110,Randy,Robitaille,41825,14,6,69,10
20022003,8466138,Joe,Thornton,104159,65,36,196,109
20022003,8466139,Patrick,Marleau,91130,29,28,172,33
20022003,8466140,Olli,Jokinen,107068,29,36,240,79
20022003,8466142,Eric,Brewer,119660,21,8,147,45
20022003,8466144,Paul,Mara,92432,15,10,95,78
20022003,8466145,Nick,Boynton,106119,17,7,160,99
20022003,8466146,Brad,Ference,72359,7,2,49,146
20022003,8466147,Jason,Ward,5419,2,3,10,0
20022003,8466148,Marian,Hossa,88869,35,45,229,34
20022003,8466149,Daniel,Cleary,40908,13,4,89,31
20022003,8466155,Mike,Brown,4772,1,1,8,44
20022003,8466158,Scott,Hannan,117897,19,3,103,61
20022003,8466160,Brenden,Morrow,66924,22,21,105,134
20022003,8466162,Ben,Clymer,53231,12,6,103,57
20022003,8466163,Brad,Defauw,7426,0,3,19,2
20022003,8466164,Scott,Barney,2722,0,0,5,0
20022003,8466170,Jean-Francois,Fortin,30173,1,0,20,22
20022003,8466171,Harold,Druken,8787,4,1,16,4
20022003,8466181,Kristian,Huselius,81125,23,20,187,20
20022003,8466182,Henrik,Tallinder,54861,10,3,37,28
20022003,8466183,Yuri,Butsayev,11597,0,2,21,8
20022003,8466184,Pat,Kavanagh,1868,0,1,4,2
20022003,8466186,Roman,Lyashenko,1413,0,0,4,0
20022003,8466189,Rick,Berry,33434,1,2,40,87
20022003,8466191,Jeff,Farkas,2436,0,0,5,0
20022003,8466197,Lee,Goren,6924,1,2,15,7
20022003,8466200,Josh,Langfeld,8051,1,0,16,4
20022003,8466202,Maxim,Afinogenov,28148,6,5,77,21
20022003,8466203,Josef,Melichar,7349,0,0,6,2
20022003,8466205,Burke,Henry,17799,2,0,25,9
20022003,8466210,Ville,Nieminen,63632,12,9,86,93
20022003,8466211,Robert,Schnabel,268,0,0,0,0
20022003,8466212,Francis,Lessard,6113,2,0,7,61
20022003,8466215,Joe,Corvo,55850,7,5,84,14
